customer_key,customer_id,customer_number,firstname,lastname,marital_status,gender,country,birth_date
378,11377,AW00011377,David,Robinett,Married,Male,Germany,23-08-1966
379,11378,AW00011378,Shannon,Liang,Single,Female,France,19-11-1965
380,11379,AW00011379,Gary,Vazquez,Married,Male,France,13-05-1976
381,11380,AW00011380,Mitchell,Kumar,Single,Male,Germany,29-08-1964
382,11381,AW00011381,Meredith,Raman,Married,Female,United Kingdom,18-08-1970
383,11382,AW00011382,Edward,Patterson,Married,Male,France,15-07-1974
384,11383,AW00011383,Marie,Gill,Married,Female,France,25-02-1966
385,11384,AW00011384,Tiffany,Wang,Married,Female,France,13-10-1971
386,11385,AW00011385,Miguel,Allen,Single,Male,United Kingdom,08-08-1971
387,11386,AW00011386,Jaclyn,Cai,Married,Female,Germany,02-11-1971
388,11387,AW00011387,Megan,Ramirez,Single,Female,United Kingdom,29-11-1964
389,11388,AW00011388,Joseph,Martin,Married,Male,United Kingdom,20-01-1965
390,11389,AW00011389,Karl,Shan,Single,Male,Germany,20-04-1981
391,11390,AW00011390,Christine,Raji,Single,Female,France,17-04-1976
392,11391,AW00011391,Lindsay,Xie,Single,Female,Germany,25-06-1976
393,11392,AW00011392,Willie,Zhao,Single,Male,Germany,03-02-1981
394,11393,AW00011393,Kurt,Pal,Single,Male,France,17-07-1974
395,11394,AW00011394,George,McDonald,Single,Male,United Kingdom,22-04-1975
396,11395,AW00011395,Beth,Gutierrez,Single,Female,Germany,16-04-1976
397,11396,AW00011396,Ian,Lopez,Married,Male,Germany,04-04-1975
398,11397,AW00011397,Latoya,Shan,Single,Female,France,02-12-1974
399,11398,AW00011398,Colin,Nath,Single,Male,United Kingdom,09-03-1975
400,11399,AW00011399,Brenda,Mehta,Single,Female,France,01-02-1975
401,11400,AW00011400,Franklin,Raji,Single,Male,United Kingdom,15-04-1980
402,11401,AW00011401,Linda,Navarro,Married,Female,France,23-02-1975
403,11402,AW00011402,Kelli,Cai,Married,Female,France,20-05-1975
404,11403,AW00011403,Nancy,Schmidt,Single,Female,France,06-01-1980
405,11404,AW00011404,Megan,Taylor,Single,Female,Germany,30-06-1957
406,11405,AW00011405,Bonnie,Goel,Single,Female,Germany,16-08-1957
407,11406,AW00011406,Latoya,Xu,Married,Female,France,31-12-1957
408,11407,AW00011407,Mario,She,Married,Male,Germany,30-09-1957
409,11408,AW00011408,Darren,Gill,Married,Male,United Kingdom,10-05-1964
410,11409,AW00011409,Jacqueline,Hayes,Single,Female,France,02-03-1979
411,11410,AW00011410,Maurice,Goel,Married,Male,France,
412,11411,AW00011411,Devin,Ross,Married,Male,Germany,12-08-1959
413,11412,AW00011412,Sydney,Bryant,Single,Female,Germany,07-10-1959
414,11413,AW00011413,Megan,Stewart,Married,Female,United Kingdom,13-10-1959
415,11414,AW00011414,Ian,Richardson,Single,Male,United Kingdom,15-09-1959
416,11415,AW00011415,Randy,She,Single,Male,Germany,03-12-1949
417,11416,AW00011416,Katrina,Becker,Married,Female,France,16-09-1950
418,11417,AW00011417,Lacey,Zheng,Married,Female,France,26-08-1950
419,11418,AW00011418,Rafael,Hu,Single,Male,Germany,09-08-1950
420,11419,AW00011419,Kyle,Scott,Married,Male,United Kingdom,18-08-1950
421,11420,AW00011420,Jordan,Turner,Married,Male,France,09-01-1952
422,11421,AW00011421,Amy,Sun,Married,Female,Germany,16-01-1952
423,11422,AW00011422,Dustin,Deng,Married,Male,United Kingdom,29-02-1952
424,11423,AW00011423,Jasmine,Stewart,Married,Female,Germany,04-05-1960
425,11424,AW00011424,Pamela,Garcia,Married,Female,Germany,03-12-1964
426,11425,AW00011425,Ariana,Gray,Married,Female,France,02-08-1965
427,11426,AW00011426,Kristopher,Mehta,Married,Male,Germany,01-04-1959
428,11427,AW00011427,Desiree,Dominguez,Married,Female,Germany,17-06-1959
429,11428,AW00011428,Deanna,Perez,Single,Female,Germany,19-02-1959
430,11429,AW00011429,Marco,Lopez,Married,Male,France,13-01-1958
431,11430,AW00011430,Casey,Yuan,Married,Female,Germany,21-09-1957
432,11431,AW00011431,Bryant,Garcia,Married,Male,Germany,20-10-1974
433,11432,AW00011432,Dominique,Prasad,Married,Female,France,10-03-1957
434,11433,AW00011433,Maurice,Shan,Married,Male,France,01-03-1957
435,11434,AW00011434,Andre,Lopez,Married,Male,United Kingdom,02-05-1962
436,11435,AW00011435,Robin,Romero,Single,Female,Germany,03-09-1955
437,11436,AW00011436,Taylor,Cox,Married,Female,United Kingdom,17-03-1956
438,11437,AW00011437,Alfredo,Moreno,Married,Male,France,16-06-1955
439,11438,AW00011438,Jenny,Nara,Married,Female,Germany,13-04-1955
440,11439,AW00011439,Janet,Munoz,Married,Female,France,14-11-1953
441,11440,AW00011440,Sergio,Weber,Married,Male,France,26-03-1953
442,11441,AW00011441,Erika,Gomez,Married,Female,France,09-12-1952
443,11442,AW00011442,Joseph,Harris,Married,Male,France,13-05-1953
444,11443,AW00011443,Grace,Griffin,Single,Female,Australia,19-11-1981
445,11444,AW00011444,Tina,Mehta,Married,Female,Australia,26-10-1981
446,11445,AW00011445,Kari,Kim,Single,Female,Australia,18-01-1980
447,11446,AW00011446,Bethany,Chander,Single,Female,Australia,09-02-1980
448,11447,AW00011447,Jennifer,Roberts,Married,Female,Australia,13-02-1980
449,11448,AW00011448,Kyle,Patterson,Single,Male,Australia,25-10-1980
450,11449,AW00011449,Alvin,Hu,Married,Male,Australia,01-08-1980
451,11450,AW00011450,Brett,Mehta,Single,Male,Australia,11-05-1981
452,11451,AW00011451,Ruben,Muñoz,Single,Male,Australia,08-05-1980
453,11452,AW00011452,Erika,Rubio,Single,Female,Australia,05-05-1979
454,11453,AW00011453,Stanley,Malhotra,Single,Male,Australia,17-08-1984
455,11454,AW00011454,Melinda,Navarro,Single,Female,Australia,20-10-1979
456,11455,AW00011455,Ross,Sanz,Married,Male,Australia,19-10-1979
457,11456,AW00011456,Jon,Gao,Married,Male,Australia,05-01-1980
458,11457,AW00011457,Jaime,Gutierrez,Married,Female,Australia,18-11-1978
459,11458,AW00011458,Bianca,Liu,Married,Female,Australia,03-10-1978
460,11459,AW00011459,Tasha,Deng,Single,Female,Australia,12-04-1978
461,11460,AW00011460,Melvin,Chande,Single,Male,Australia,04-10-1983
462,11461,AW00011461,Victor,Jimenez,Single,Male,Australia,22-09-1977
463,11462,AW00011462,Laura,Lin,Married,Female,Australia,18-07-1977
464,11463,AW00011463,Alisha,Beck,Married,Female,Australia,09-09-1977
465,11464,AW00011464,Alejandro,Huang,Married,Male,Australia,15-05-1977
466,11465,AW00011465,Louis,Luo,Married,Male,Australia,18-08-1976
467,11466,AW00011466,Grant,Tang,Married,Male,Australia,30-01-1977
468,11467,AW00011467,Arturo,Zheng,Married,Male,Australia,06-04-1975
469,11468,AW00011468,Jaclyn,Andersen,Married,Female,United Kingdom,15-12-1980
470,11469,AW00011469,Edwin,Raji,Single,Male,United Kingdom,14-10-1978
471,11470,AW00011470,Jay,Suarez,Single,Male,Germany,25-03-1979
472,11471,AW00011471,Latasha,Suarez,Single,Female,France,25-03-1979
473,11472,AW00011472,Kenneth,Kumar,Single,Male,Australia,30-09-1968
474,11473,AW00011473,Grace,Henderson,Single,Female,France,30-01-1986
475,11474,AW00011474,Melvin,Xu,Single,Male,United Kingdom,21-08-1985
476,11475,AW00011475,Cesar,Subram,Single,Male,United Kingdom,07-04-1984
477,11476,AW00011476,Erika,Navarro,Married,Female,United Kingdom,16-05-1980
478,11477,AW00011477,Tristan,Hughes,Single,Male,Germany,21-06-1984
479,11478,AW00011478,Billy,Hernandez,Single,Male,France,22-02-1984
480,11479,AW00011479,Darryl,Wu,Married,Male,France,20-10-1978
481,11480,AW00011480,Colleen,Ma,Married,Female,France,07-03-1984
482,11481,AW00011481,Erica,Hu,Married,Female,Germany,20-11-1978
483,11482,AW00011482,Adrienne,Torres,Single,Female,United Kingdom,16-01-1978
484,11483,AW00011483,Calvin,Chande,Married,Male,France,19-05-1983
485,11484,AW00011484,Erick,Sai,Single,Male,Germany,03-03-1983
486,11485,AW00011485,Donald,Chandra,Married,Male,United Kingdom,04-02-1978
487,11486,AW00011486,Ariana,Rogers,Single,Female,Germany,21-05-1982
488,11487,AW00011487,Morgan,Jones,Single,Female,France,05-01-1977
489,11488,AW00011488,Jermaine,Lopez,Single,Male,United Kingdom,20-03-1977
490,11489,AW00011489,Deborah,Goel,Single,Female,United Kingdom,03-09-1976
491,11490,AW00011490,Danny,Rubio,Single,Male,France,05-07-1976
492,11491,AW00011491,Andre,Perez,Married,Male,United Kingdom,02-04-1982
493,11492,AW00011492,Terrence,Chander,Single,Male,Germany,15-11-1982
494,11493,AW00011493,Dawn,Wu,Single,Female,United Kingdom,31-05-1976
495,11494,AW00011494,Jimmy,Gutierrez,Single,Male,United Kingdom,25-01-1976
496,11495,AW00011495,Francis,Jimenez,Single,Male,Germany,03-03-1977
497,11496,AW00011496,Gary,Ortega,Single,Male,United Kingdom,15-04-1976
498,11497,AW00011497,Katrina,Nath,Single,Female,United Kingdom,22-11-1981
499,11498,AW00011498,Arturo,Sun,Single,Male,Canada,15-07-1979
500,11499,AW00011499,Pedro,Vance,Single,Male,United States,13-05-1980
501,11500,AW00011500,Sarah,Simmons,Single,Female,Canada,17-03-1980
502,11501,AW00011501,Brandy,Chandra,Single,Female,Canada,03-01-1981
503,11502,AW00011502,Jared,Peterson,Single,Male,Canada,03-09-1980
504,11503,AW00011503,Dennis,Wu,Married,Male,United States,11-04-1936
505,11504,AW00011504,Jordan,Baker,Married,Female,United States,17-10-1936
506,11505,AW00011505,Jasmine,Powell,Single,Female,Canada,04-01-1972
507,11506,AW00011506,Nicholas,Brown,Single,Male,Canada,14-11-1971
508,11507,AW00011507,Isabella,Russell,Single,Female,Canada,19-05-1972
509,11508,AW00011508,Elizabeth,Wilson,Single,Female,United States,04-01-1972
510,11509,AW00011509,Roger,Harui,Married,Female,United States,22-07-1964
511,11510,AW00011510,Seth,Roberts,Married,Male,Canada,10-01-1959
512,11511,AW00011511,Caleb,Perry,Married,Male,United States,10-06-1964
513,11512,AW00011512,Natalie,Campbell,Single,Female,Canada,05-08-1976
514,11513,AW00011513,Alyssa,Howard,Single,Female,Canada,23-09-1965
515,11514,AW00011514,Dalton,Diaz,Married,Male,United States,16-04-1965
516,11515,AW00011515,Shannon,Huang,Married,Female,United States,25-08-1959
517,11516,AW00011516,Mya,Gonzales,Married,Female,United States,13-10-1976
518,11517,AW00011517,Katherine,Bryant,Married,Female,United States,18-12-1959
519,11518,AW00011518,Edward,Washington,Married,Male,United States,06-11-1960
520,11519,AW00011519,Jerome,Navarro,Married,Male,Canada,13-09-1960
521,11520,AW00011520,Jada,Morgan,Married,Female,Canada,08-10-1960
522,11521,AW00011521,Ariana,Peterson,Married,Female,United States,01-12-1977
523,11522,AW00011522,Christian,Hughes,Married,Male,United States,17-06-1972
524,11523,AW00011523,Lucas,Taylor,Married,Male,Canada,07-02-1962
525,11524,AW00011524,Alyssa,Jackson,Married,Female,United States,22-07-1961
526,11525,AW00011525,Ariana,Cook,Married,Female,United States,08-07-1961
527,11526,AW00011526,Katherine,Diaz,Married,Female,Canada,30-01-1973
528,11527,AW00011527,Jenna,Green,Married,Female,United States,02-12-1961
529,11528,AW00011528,Joan,Washington,Married,Female,United States,15-08-1968
530,11529,AW00011529,Austin,Bryant,Married,Male,United States,16-05-1963
531,11530,AW00011530,Andrew,Martinez,Married,Male,Canada,23-01-1963
532,11531,AW00011531,Nina,Yuan,Married,Female,United States,07-07-1962
533,11532,AW00011532,Lauren,Miller,Married,Female,United States,26-08-1962
534,11533,AW00011533,Ebony,Gill,Married,Female,United States,17-07-1968
535,11534,AW00011534,Cameron,Lewis,Single,Male,United States,12-05-1964
536,11535,AW00011535,Devin,Nelson,Married,Male,United States,31-12-1963
537,11536,AW00011536,Logan,Chow,Married,Male,United States,13-04-1969
538,11537,AW00011537,Dakota,Ross,Married,Male,United States,21-09-1963
539,11538,AW00011538,Nicole,Taylor,Single,Female,United States,24-02-1965
540,11539,AW00011539,Justin,Washington,Married,Male,United States,18-08-1970
541,11540,AW00011540,Alberto,Navarro,Single,Male,United States,24-01-1970
542,11541,AW00011541,Aidan,Ross,Single,Male,United States,09-10-1964
543,11542,AW00011542,Alejandro,Tang,Single,Male,United Kingdom,07-09-1979
544,11543,AW00011543,Sheena,Chande,Married,Female,France,16-08-1973
545,11544,AW00011544,Joel,Garcia,Married,Male,Germany,04-05-1979
546,11545,AW00011545,Reginald,Dominguez,Married,Male,France,22-09-1973
547,11546,AW00011546,Christine,Chande,Married,Female,France,11-09-1973
548,11547,AW00011547,Cindy,Sai,Married,Female,France,05-03-1979
549,11548,AW00011548,Raymond,Sanchez,Single,Male,United Kingdom,11-04-1974
550,11549,AW00011549,Crystal,Liang,Married,Female,United Kingdom,03-09-1979
551,11550,AW00011550,Deb,Torres,Single,Female,United Kingdom,05-08-1979
552,11551,AW00011551,Shannon,Alvarez,Single,Male,France,
553,11552,AW00011552,Eddie,Rubio,Single,Male,Germany,23-11-1972
554,11553,AW00011553,Sharon,Luo,Married,Female,United Kingdom,08-03-1973
555,11554,AW00011554,Sydney,Simmons,Single,Female,France,27-03-1932
556,11555,AW00011555,Alexandria,Henderson,Married,Female,United Kingdom,04-07-1937
557,11556,AW00011556,Lucas,Evans,Married,Male,United Kingdom,10-11-1972
558,11557,AW00011557,Felicia,Ramos,Single,Female,United Kingdom,14-07-1972
559,11558,AW00011558,Ivan,Malhotra,Single,Male,United Kingdom,18-02-1973
560,11559,AW00011559,Frederick,Subram,Single,Male,Germany,12-12-1978
561,11560,AW00011560,Whitney,Srini,Single,Female,United Kingdom,09-08-1978
562,11561,AW00011561,Briana,Dominguez,Single,Female,Germany,21-01-1972
563,11562,AW00011562,Jarrod,Gonzalez,Married,Male,Germany,
564,11563,AW00011563,Cesar,Srini,Single,Male,United Kingdom,01-08-1971
565,11564,AW00011564,Jorge,Liang,Single,Male,Germany,09-01-1972
566,11565,AW00011565,Erik,Diaz,Single,Male,United Kingdom,30-12-1971
567,11566,AW00011566,April,Shan,Married,Female,France,01-03-1973
568,11567,AW00011567,Carla,Perez,Married,Female,Germany,19-09-1978
569,11568,AW00011568,Alexia,Foster,Single,Female,United Kingdom,21-04-1972
570,11569,AW00011569,Troy,Malhotra,Married,Male,United Kingdom,06-05-1977
571,11570,AW00011570,Kristin,Andersen,Married,Female,Germany,22-07-1971
572,11571,AW00011571,Joel,Sai,Married,Male,France,15-11-1971
573,11572,AW00011572,Billy,Moreno,Married,Male,France,11-03-1977
574,11573,AW00011573,Meagan,Subram,Single,Female,United Kingdom,11-11-1976
575,11574,AW00011574,Karla,Luo,Single,Female,United Kingdom,14-01-1971
576,11575,AW00011575,Jackson,Campbell,Single,Male,United Kingdom,19-10-1970
577,11576,AW00011576,Micah,Zhu,Married,Male,France,10-08-1970
578,11577,AW00011577,Janet,Serrano,Married,Female,France,21-04-1971
579,11578,AW00011578,Trisha,Huang,Single,Female,France,08-05-1970
580,11579,AW00011579,Clayton,Beck,Single,Male,United Kingdom,13-02-1981
581,11580,AW00011580,Melvin,Raje,Married,Male,United Kingdom,12-03-1939
582,11581,AW00011581,Cindy,Jordan,Married,Female,France,
583,11582,AW00011582,Claudia,Ma,Single,Female,France,09-04-1974
584,11583,AW00011583,Karla,Xu,Single,Female,France,26-03-1971
585,11584,AW00011584,Devin,Carter,Married,Male,Germany,22-05-1971
586,11585,AW00011585,Kari,Perez,Married,Female,United Kingdom,04-03-1976
587,11586,AW00011586,Alberto,Romero,Married,Male,United Kingdom,14-06-1971
588,11587,AW00011587,Kevin,Bryant,Single,Male,France,18-10-1975
589,11588,AW00011588,Candace,Mehta,Married,Female,France,11-01-1970
590,11589,AW00011589,Ebony,Malhotra,Married,Female,United Kingdom,01-05-1975
591,11590,AW00011590,Erika,Diaz,Single,Female,France,12-04-1980
592,11591,AW00011591,Stacey,Lu,Single,Female,France,12-11-1968
593,11592,AW00011592,Darrell,Raji,Single,Male,France,03-03-1984
594,11593,AW00011593,Armando,Moreno,Single,Male,France,22-09-1982
595,11594,AW00011594,Corey,Goel,Single,Male,France,03-05-1985
596,11595,AW00011595,Sebastian,Howard,Single,Male,Germany,29-12-1984
597,11596,AW00011596,Roger,Raje,Married,Male,United Kingdom,02-03-1969
598,11597,AW00011597,Janelle,Chandra,Single,Female,France,06-08-1983
599,11598,AW00011598,Meredith,Ruiz,Single,Female,Germany,30-12-1983
600,11599,AW00011599,Melody,Diaz,Single,Female,France,16-03-1983
601,11600,AW00011600,Linda,Rubio,Single,Female,France,05-10-1982
602,11601,AW00011601,Ivan,Raman,Single,Male,France,18-02-1983
603,11602,AW00011602,Larry,Gill,Single,Male,Germany,11-10-1982
604,11603,AW00011603,Geoffrey,Gonzalez,Single,Male,United Kingdom,06-08-1982
605,11604,AW00011604,Edgar,Sanchez,Single,Male,United Kingdom,01-12-1982
606,11605,AW00011605,Heidi,Subram,Single,Female,Germany,20-05-1982
607,11606,AW00011606,Melody,Ramos,Single,Female,France,30-01-1986
608,11607,AW00011607,Clinton,Moreno,Single,Male,France,05-05-1986
609,11608,AW00011608,Cesar,Madan,Single,Male,France,01-09-1981
610,11609,AW00011609,Eugene,Ye,Single,Male,United Kingdom,24-12-1981
611,11610,AW00011610,Blake,Collins,Single,Male,United Kingdom,20-10-1980
612,11611,AW00011611,Ernest,Lin,Married,Male,France,23-02-1985
613,11612,AW00011612,Keith,Andersen,Single,Male,United Kingdom,07-10-1985
614,11613,AW00011613,Meredith,Prasad,Single,Female,Germany,02-05-1981
615,11614,AW00011614,Katrina,Sharma,Single,Female,Germany,13-02-1981
616,11615,AW00011615,Dwayne,Navarro,Married,Male,United Kingdom,20-05-1981
617,11616,AW00011616,Casey,Nath,Married,Female,United Kingdom,05-09-1980
618,11617,AW00011617,Sean,Brooks,Single,Male,United States,01-10-1964
619,11618,AW00011618,Brian,Ramirez,Married,Male,Canada,21-10-1964
620,11619,AW00011619,Sierra,Young,Single,Female,Canada,29-10-1978
621,11620,AW00011620,Megan,Rodriguez,Single,Female,United States,18-10-1978
622,11621,AW00011621,Leah,She,Single,Female,United States,19-08-1978
623,11622,AW00011622,Gabriel,Allen,Married,Male,United States,16-06-1979
624,11623,AW00011623,Angela,Perry,Single,Female,United States,25-12-1978
625,11624,AW00011624,Ryan,Smith,Single,Male,United States,19-03-1984
626,11625,AW00011625,Zachary,Moore,Married,Male,United States,19-07-1978
627,11626,AW00011626,Destiny,Rogers,Married,Female,United States,12-12-1978
628,11627,AW00011627,Dalton,Gray,Married,Male,United States,27-08-1978
629,11628,AW00011628,Mariah,Wood,Single,Female,United States,14-11-1977
630,11629,AW00011629,Isaiah,Wright,Single,Male,United States,07-08-1976
631,11630,AW00011630,Haley,Powell,Married,Female,United States,23-06-1977
632,11631,AW00011631,Antonio,Bennett,Married,Male,Canada,12-08-1976
633,11632,AW00011632,Alexandra,Jenkins,Married,Female,Canada,02-05-1982
634,11633,AW00011633,Thomas,Anderson,Married,Male,United States,23-11-1977
635,11634,AW00011634,Samuel,Collins,Married,Male,United States,10-12-1977
636,11635,AW00011635,Darrell,Chande,Married,Male,United States,11-08-1983
637,11636,AW00011636,Kimberly,Cox,Single,Female,United States,21-06-1978
638,11637,AW00011637,Morgan,Hernandez,Married,Female,United States,11-08-1983
639,11638,AW00011638,Antonio,Powell,Married,Male,United States,09-09-1977
640,11639,AW00011639,Angelica,Perry,Married,Female,United States,22-06-1978
641,11640,AW00011640,Chloe,Wilson,Married,Female,Canada,31-10-1975
642,11641,AW00011641,James,Chen,Married,Male,Canada,09-02-1976
643,11642,AW00011642,Morgan,Hughes,Married,Female,Canada,24-06-1976
644,11643,AW00011643,Naomi,Munoz,Married,Female,United States,24-01-1976
645,11644,AW00011644,Charles,Torres,Single,Male,United States,06-04-1975
646,11645,AW00011645,Gabriella,Turner,Single,Female,United States,18-04-1975
647,11646,AW00011646,Anna,Foster,Single,Female,United States,15-03-1980
648,11647,AW00011647,Randy,Wu,Single,Male,Canada,22-03-1975
649,11648,AW00011648,Kevin,Scott,Single,Male,United States,12-04-1980
650,11649,AW00011649,Ian,White,Married,Male,United States,23-01-1980
651,11650,AW00011650,Caleb,Hayes,Married,Male,United States,23-01-1975
652,11651,AW00011651,Patricia,Garcia,Married,Female,Canada,13-12-1982
653,11652,AW00011652,Samuel,Russell,Married,Male,Canada,01-05-1982
654,11653,AW00011653,Sydney,Peterson,Single,Female,United States,04-06-1982
655,11654,AW00011654,Ariana,Sanchez,Married,Female,United States,18-03-1977
656,11655,AW00011655,Tamara,Sharma,Single,Female,United States,28-03-1982
657,11656,AW00011656,Katelyn,Perez,Married,Female,United States,19-03-1977
658,11657,AW00011657,Megan,Cox,Married,Female,United States,31-10-1976
659,11658,AW00011658,Robert,Mitchell,Married,Male,United States,03-08-1985
660,11659,AW00011659,Miguel,Adams,Single,Male,Canada,20-10-1974
661,11660,AW00011660,Miranda,Gonzales,Married,Female,Canada,19-01-1980
662,11661,AW00011661,Jeremiah,James,Single,Male,Canada,03-01-1981
663,11662,AW00011662,Ethan,Kumar,Single,Male,United States,01-01-1976
664,11663,AW00011663,Seth,Williams,Married,Male,United States,25-08-1975
665,11664,AW00011664,Alyssa,Morgan,Single,Female,United States,09-08-1975
666,11665,AW00011665,Janet,Dominguez,Married,Female,United States,11-06-1976
667,11666,AW00011666,Angel,Baker,Married,Male,United States,13-12-1981
668,11667,AW00011667,Blake,Moore,Married,Male,United States,18-12-1972
669,11668,AW00011668,Jada,Collins,Single,Female,United States,02-03-1984
670,11669,AW00011669,Isabella,Simmons,Single,Female,United States,17-10-1978
671,11670,AW00011670,Jacqueline,Perry,Single,Female,United States,15-04-1973
672,11671,AW00011671,Jessica,Brown,Single,Female,United States,15-11-1971
673,11672,AW00011672,Chad,Jai,Married,Male,United States,20-03-1972
674,11673,AW00011673,Susan,Ye,Single,Female,United States,03-02-1977
675,11674,AW00011674,Morgan,Rogers,Married,Female,United States,15-02-1972
676,11675,AW00011675,Devin,Martinez,Single,Male,United States,29-01-1977
677,11676,AW00011676,Alan,Hu,Married,Male,United States,13-08-1971
678,11677,AW00011677,Charles,Walker,Single,Male,Canada,10-10-1980
679,11678,AW00011678,Johnny,Chavez,Married,Male,United States,28-07-1974
680,11679,AW00011679,Dalton,Richardson,Married,Male,United States,05-11-1974
681,11680,AW00011680,Kaylee,Nelson,Married,Female,United States,04-03-1975
682,11681,AW00011681,Abigail,Jones,Married,Female,United States,04-02-1975
683,11682,AW00011682,Kaitlyn,Hall,Married,Female,United States,12-03-1980
684,11683,AW00011683,Greg,Taylor,Married,Male,United States,05-07-1974
685,11684,AW00011684,Devin,Parker,Single,Male,United States,31-03-1971
686,11685,AW00011685,Jose,Griffin,Married,Male,United States,07-08-1970
687,11686,AW00011686,Luke,Edwards,Single,Male,United States,09-04-1976
688,11687,AW00011687,Cody,Torres,Single,Male,United States,09-07-1976
689,11688,AW00011688,Victoria,Morris,Single,Female,United States,21-12-1976
690,11689,AW00011689,Ian,Diaz,Married,Male,United States,06-03-1971
691,11690,AW00011690,Caroline,Butler,Married,Female,United States,10-01-1976
692,11691,AW00011691,Kaitlyn,Wilson,Single,Female,United States,30-12-1974
693,11692,AW00011692,Caleb,Gonzales,Married,Male,United States,17-12-1969
694,11693,AW00011693,Hailey,Diaz,Single,Female,Canada,21-09-1975
695,11694,AW00011694,Jonathon,Ortega,Married,Male,United States,21-09-1969
696,11695,AW00011695,Logan,Campbell,Married,Male,United States,10-07-1969
697,11696,AW00011696,Mackenzie,Campbell,Single,Female,United States,02-04-1975
698,11697,AW00011697,Eduardo,Lee,Married,Male,United States,21-06-1975
699,11698,AW00011698,Jackson,Wright,Married,Male,Canada,22-11-1975
700,11699,AW00011699,Chase,Peterson,Single,Male,United States,12-09-1968
701,11700,AW00011700,Xavier,Richardson,Single,Male,United States,24-05-1969
702,11701,AW00011701,David,Hayes,Married,Male,United States,16-08-1985
703,11702,AW00011702,Jenny,Zhou,Single,Female,United States,13-10-1974
704,11703,AW00011703,Kaylee,Baker,Single,Female,United States,22-12-1973
705,11704,AW00011704,Evan,Hernandez,Single,Male,United States,29-11-1973
706,11705,AW00011705,Brooke,Richardson,Single,Female,United States,18-05-1979
707,11706,AW00011706,Blake,Perez,Married,Male,United States,13-08-1968
708,11707,AW00011707,Natalie,Cook,Single,Female,United States,20-06-1969
709,11708,AW00011708,Elizabeth,Weisman,Single,Female,United States,15-09-1974
710,11709,AW00011709,Hailey,Collins,Single,Female,Canada,18-08-1968
711,11710,AW00011710,Zoe,Ramirez,Married,Female,United States,17-09-1967
712,11711,AW00011711,Daniel,Davis,Single,Male,Canada,04-12-1973
713,11712,AW00011712,Shelby,Rogers,Married,Female,Canada,02-05-1968
714,11713,AW00011713,Kyle,Zhang,Married,Male,United States,17-09-1967
715,11714,AW00011714,Alexandria,Long,Married,Female,United States,16-04-1968
716,11715,AW00011715,Chloe,Robinson,Married,Female,United States,20-03-1968
717,11716,AW00011716,Evan,Kelly,Single,Male,United States,20-04-1967
718,11717,AW00011717,Marcus,Jones,Married,Male,United States,29-08-1972
719,11718,AW00011718,Sarah,Jones,Married,Female,United States,10-11-1972
720,11719,AW00011719,Blake,Green,Married,Male,Canada,05-05-1971
721,11720,AW00011720,Morgan,Morris,Married,Female,United States,23-09-1965
722,11721,AW00011721,Jennifer,Alexander,Married,Female,United States,18-01-1971
723,11722,AW00011722,Julian,Hughes,Married,Male,United States,30-12-1965
724,11723,AW00011723,Luke,Coleman,Single,Male,Canada,17-02-1973
725,11724,AW00011724,Jason,Carter,Single,Male,Canada,12-10-1972
726,11725,AW00011725,Jose,Li,Single,Male,United States,16-03-1973
727,11726,AW00011726,Micah,Liang,Single,Male,United States,13-01-1973
728,11727,AW00011727,Benjamin,Taylor,Single,Male,United States,05-01-1973
729,11728,AW00011728,Logan,White,Married,Male,United States,06-07-1965
730,11729,AW00011729,Caleb,Campbell,Married,Male,United States,03-05-1971
731,11730,AW00011730,Emma,Torres,Married,Female,United States,01-04-1966
732,11731,AW00011731,Tanya,Gill,Married,Female,United States,16-02-1966
733,11732,AW00011732,Erick,Sanchez,Married,Male,United States,04-02-1970
734,11733,AW00011733,Kristi,Schmidt,Married,Female,United States,23-07-1970
735,11734,AW00011734,Omar,Chen,Married,Male,United States,21-08-1970
736,11735,AW00011735,Sydney,Gray,Married,Female,United States,21-07-1964
737,11736,AW00011736,Sebastian,Sanchez,Married,Male,United States,21-09-1970
738,11737,AW00011737,Megan,Martin,Married,Female,United States,04-02-1970
739,11738,AW00011738,Elijah,Alexander,Married,Male,Canada,05-10-1970
740,11739,AW00011739,Aaron,King,Married,Male,Canada,10-11-1964
741,11740,AW00011740,Jan,Hall,Married,Female,Canada,21-10-1964
742,11741,AW00011741,Tamara,Chander,Married,Female,United States,22-01-1965
743,11742,AW00011742,Edward,Lewis,Single,Male,United States,01-05-1964
744,11743,AW00011743,Chase,Kelly,Married,Male,United States,09-09-1974
745,11744,AW00011744,Stephanie,Campbell,Married,Female,United States,06-03-1964
746,11745,AW00011745,Allison,Gonzalez,Married,Female,United States,11-04-1964
747,11746,AW00011746,Seth,Brooks,Single,Male,United States,30-05-1964
748,11747,AW00011747,Destiny,Davis,Married,Female,United States,09-08-1963
749,11748,AW00011748,Blake,Hill,Married,Male,Canada,15-01-1964
750,11749,AW00011749,Eduardo,Jackson,Married,Male,Australia,09-09-1980
751,11750,AW00011750,Latoya,She,Married,Female,Australia,17-09-1984
752,11751,AW00011751,Victoria,Gonzales,Married,Female,Australia,14-01-1976
753,11752,AW00011752,Lauren,Bryant,Married,Female,Australia,03-05-1981
754,11753,AW00011753,Felicia,Ortega,Married,Female,Australia,15-09-1975
